,album,track_name,track_id,duration_sec,popularity,release_date,artist
249,Late Registration,Roses,2DHNCWZYmVr1Lv08q5b0kB,245.866,63,2005-08-30,Kanye West
250,Late Registration,Bring Me Down,25K9cWrxNv991UYiOzBJqR,198.973,53,2005-08-30,Kanye West
251,Late Registration,Addiction,5VzeI5JM2y9t21JwrWAnkH,267.066,58,2005-08-30,Kanye West
252,Late Registration,Skit #2,466XcSgGAiQxcDrcV0yoMP,31.36,48,2005-08-30,Kanye West
253,Late Registration,Diamonds From Sierra Leone - Remix,34KUIBsIUiPV7oCIzSdDAU,233.4,60,2005-08-30,Kanye West
254,Late Registration,We Major,46fk9wjYcPm0sgym2b7EEE,448.0,63,2005-08-30,Kanye West
255,Late Registration,Skit #3,2Xn5DIyAba7Fgyky3gU3rA,24.133,7,2005-08-30,Kanye West
256,Late Registration,Hey Mama,46OFHBw45fNi7QNjSetITR,305.066,61,2005-08-30,Kanye West
257,Late Registration,Celebration,7jAxGkXU58FwNMjqoMahn7,198.44,53,2005-08-30,Kanye West
258,Late Registration,Skit #4,3zXhvJaLpxefYIxBE0cnB0,78.666,44,2005-08-30,Kanye West
259,Late Registration,Gone,5RjbFGeWVsCpw8EcE8OrvZ,333.293,55,2005-08-30,Kanye West
260,Late Registration,Diamonds From Sierra Leone - Bonus Track,4R5bSS8yoCl2czeWLr61aO,238.4,55,2005-08-30,Kanye West
261,Late Registration,Late,1mFHMzbaECWFaPfoePoEYl,230.493,57,2005-08-30,Kanye West
262,The College Dropout,Intro,7lIr3vVhpDkU5mQEDcnA0S,19.133,15,2004-02-10,Kanye West
263,The College Dropout,We Don't Care,0IW0qaeyxL5Et4UG2MrJKB,239.88,64,2004-02-10,Kanye West
264,The College Dropout,Graduation Day,7wL7Lb8Q3aYyq6gmRL0PZq,81.786,53,2004-02-10,Kanye West
265,The College Dropout,All Falls Down,5SkRLpaGtvYPhw02vZhQQ9,223.506,81,2004-02-10,Kanye West
266,The College Dropout,I'll Fly Away,6MgGapP3EPFm9kYUvYBTZR,69.706,53,2004-02-10,Kanye West
267,The College Dropout,Spaceship,1ko2NuvWlQdxtNRc8QQzmT,324.226,65,2004-02-10,Kanye West
268,The College Dropout,Jesus Walks,5g1vtHqi9uV7xtYeCcFOBx,193.733,69,2004-02-10,Kanye West
269,The College Dropout,Never Let Me Down,34j4OxJxKznBs88cjSL2j9,324.44,61,2004-02-10,Kanye West
270,The College Dropout,Get Em High,5b2FFKC64kxqcfaFnIZxoM,289.493,58,2004-02-10,Kanye West
271,The College Dropout,Workout Plan,2a1JSfTePKhysdIif2bzut,46.173,49,2004-02-10,Kanye West
272,The College Dropout,The New Workout Plan,1Vp4St7JcXaUoJcIahtf3L,322.8,61,2004-02-10,Kanye West
273,The College Dropout,Slow Jamz,3A4cpTBPaIQdtPFb5JxtaX,316.053,70,2004-02-10,Kanye West
274,The College Dropout,Breathe In Breathe Out,4KFY4EEv9CN6ivrzD6vEvg,246.933,55,2004-02-10,Kanye West
275,The College Dropout,School Spirit Skit 1,25mwJPzWVmS2yronBNQJF1,78.693,47,2004-02-10,Kanye West
276,The College Dropout,School Spirit,1th3G3okofWlvGWAAR7Y4V,182.386,55,2004-02-10,Kanye West
277,The College Dropout,School Spirit Skit 2,5MAY7XyW322jMwLDtBQgsZ,43.533,47,2004-02-10,Kanye West
278,The College Dropout,Lil Jimmy Skit,4BhwlQ9mTwhFGXpQvP9JTV,53.64,51,2004-02-10,Kanye West
279,The College Dropout,Two Words,62wtttQzoIA9HnNmGVd9Yq,266.213,61,2004-02-10,Kanye West
280,The College Dropout,Through The Wire,4mmkhcEm1Ljy1U9nwtsxUo,221.226,74,2004-02-10,Kanye West
281,The College Dropout,Family Business,5DBmXF7QO43Cuy9yqva116,278.893,65,2004-02-10,Kanye West
282,The College Dropout,Last Call,7iOhWWYjhhQiXzF4o4HhXN,760.973,60,2004-02-10,Kanye West
