,name,artist,album,duration_sec,popularity,release_date,album_image_url,artist_image_url,genres,track_id,genre_count,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7
156,Worldwide,Big Time Rush,BTR,224.333,54,2011-04-18,https://i.scdn.co/image/ab67616d0000b2734f0e115b99c8832ceabffdd3,https://i.scdn.co/image/ab6761610000e5eb0b5d1b1e2367fff6b7936920,"boy band, pop, post-teen pop",692weSPBda8DtvL4Di1XyL,3,boy band,pop,post-teen pop,,,,
157,can't leave without it,21 Savage,i am > i was,205.351,72,2018-12-21,https://i.scdn.co/image/ab67616d0000b273280689ecc5e4b2038bb5e4bd,https://i.scdn.co/image/ab6761610000e5eb4f8f76117470957c0e81e5b2,"atl hip hop, hip hop, rap",0hPLZrnDgtKxrym1BHjDhd,3,atl hip hop,hip hop,rap,,,,
158,ball w/o you,21 Savage,i am > i was,195.046,79,2018-12-21,https://i.scdn.co/image/ab67616d0000b273280689ecc5e4b2038bb5e4bd,https://i.scdn.co/image/ab6761610000e5eb4f8f76117470957c0e81e5b2,"atl hip hop, hip hop, rap",50a8bKqlwDEqeiEknrzkTO,3,atl hip hop,hip hop,rap,,,,
159,Jukebox Joints (feat. Joe Fox & Kanye West),A$AP Rocky,AT.LONG.LAST.A$AP,323.96,72,2015-05-26,https://i.scdn.co/image/ab67616d0000b27381a6a2cafab2e7a4066b5eec,https://i.scdn.co/image/ab6761610000e5eb5c58c41a506a0d6b32cc6cad,"east coast hip hop, hip hop, rap",2gAGWaK4wvt2xrFUlR4mK8,3,east coast hip hop,hip hop,rap,,,,
160,A.D.H.D,Kendrick Lamar,Section.80,215.509,72,2011-07-02,https://i.scdn.co/image/ab67616d0000b273eddb2639b74ac6c202032ebe,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022,"conscious hip hop, hip hop, rap, west coast rap",2Fw5S2gaOSZzdN5dFoC2dj,4,conscious hip hop,hip hop,rap,west coast rap,,,
161,All Falls Down,Kanye West,The College Dropout,223.506,81,2004-02-10,https://i.scdn.co/image/ab67616d0000b27325b055377757b3cdd6f26b78,https://i.scdn.co/image/ab6761610000e5eb6e835a500e791bf9c27a422a,"chicago rap, hip hop, rap",5SkRLpaGtvYPhw02vZhQQ9,3,chicago rap,hip hop,rap,,,,
162,N95,Kendrick Lamar,Mr. Morale & The Big Steppers,195.95,76,2022-05-13,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022,"conscious hip hop, hip hop, rap, west coast rap",0fX4oNGBWO3dSGUZcVdVV2,4,conscious hip hop,hip hop,rap,west coast rap,,,
163,Location,Playboi Carti,Playboi Carti,168.783,76,2017-04-14,https://i.scdn.co/image/ab67616d0000b273e31a279d267f3b3d8912e6f1,https://i.scdn.co/image/ab6761610000e5ebb3d8cd43a716a031fe7e1ab6,"atl hip hop, plugg, pluggnb, rage rap, rap",3yk7PJnryiJ8mAPqsrujzf,5,atl hip hop,plugg,pluggnb,rage rap,rap,,
164,ILoveUIHateU,Playboi Carti,Whole Lotta Red,135.122,77,2020-12-25,https://i.scdn.co/image/ab67616d0000b27398ea0e689c91f8fea726d9bb,https://i.scdn.co/image/ab6761610000e5ebb3d8cd43a716a031fe7e1ab6,"atl hip hop, plugg, pluggnb, rage rap, rap",1BpKJw4RZxaFB88NE5uxXf,5,atl hip hop,plugg,pluggnb,rage rap,rap,,
165,Champagne Poetry,Drake,Certified Lover Boy,336.511,69,2021-09-03,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,https://i.scdn.co/image/ab6761610000e5eb4293385d324db8558179afd9,"canadian hip hop, canadian pop, hip hop, pop rap, rap",2HSmyk2qMN8WQjuGhaQgCk,5,canadian hip hop,canadian pop,hip hop,pop rap,rap,,
166,Private Landing (feat. Justin Bieber & Future),Don Toliver,Love Sick,238.253,75,2023-02-24,https://i.scdn.co/image/ab67616d0000b273feeff698e6090e6b02f21ec0,https://i.scdn.co/image/ab6761610000e5eb62d52993e245cb161f89b01c,rap,52NGJPcLUzQq5w7uv4e5gf,1,rap,,,,,,
167,4 Your Eyez Only,J. Cole,4 Your Eyez Only,530.253,64,2016-12-09,https://i.scdn.co/image/ab67616d0000b273f4ca75192df162f78a24023e,https://i.scdn.co/image/ab6761610000e5eb4b053c29fd4b317ff825f0dc,"conscious hip hop, hip hop, north carolina hip hop, rap",1vvnYpYEMVB4aq9I6tHIEB,4,conscious hip hop,hip hop,north carolina hip hop,rap,,,
168,R.I.P.,Playboi Carti,Die Lit,192.026,74,2018-05-11,https://i.scdn.co/image/ab67616d0000b273a1e867d40e7bb29ced5c0194,https://i.scdn.co/image/ab6761610000e5ebb3d8cd43a716a031fe7e1ab6,"atl hip hop, plugg, pluggnb, rage rap, rap",3L0IKstjUgDFVQAbQIRZRv,5,atl hip hop,plugg,pluggnb,rage rap,rap,,
169,No Heart,21 Savage,Savage Mode,235.04,68,2016-07-15,https://i.scdn.co/image/ab67616d0000b2732dd1ac4a61495080ef8f78ca,https://i.scdn.co/image/ab6761610000e5eb4f8f76117470957c0e81e5b2,"atl hip hop, hip hop, rap",4gmmRb6bZJffOOiww1JGTO,3,atl hip hop,hip hop,rap,,,,
170,Work Out,J. Cole,Cole World: The Sideline Story,235.32,80,2011-09-27,https://i.scdn.co/image/ab67616d0000b27399da48a530f6ca2ef86da3cc,https://i.scdn.co/image/ab6761610000e5eb4b053c29fd4b317ff825f0dc,"conscious hip hop, hip hop, north carolina hip hop, rap",2wAJTrFhCnQyNSD3oUgTZO,4,conscious hip hop,hip hop,north carolina hip hop,rap,,,
171,Many Men,21 Savage,SAVAGE MODE II,201.856,66,2020-10-02,https://i.scdn.co/image/ab67616d0000b273aa57907bf0cb2ca0c8cc74bc,https://i.scdn.co/image/ab6761610000e5eb4f8f76117470957c0e81e5b2,"atl hip hop, hip hop, rap",3CDVMejYHnB1SkEEx0T1N4,3,atl hip hop,hip hop,rap,,,,
172,Life Of The Party (with André 3000),Kanye West,Donda (Deluxe),391.656,60,2021-11-14,https://i.scdn.co/image/ab67616d0000b273c5663e50de353981ed2b1a37,https://i.scdn.co/image/ab6761610000e5eb6e835a500e791bf9c27a422a,"chicago rap, hip hop, rap",2yBb1CRq98SSWRuDSn36SZ,3,chicago rap,hip hop,rap,,,,
173,On Sight,Kanye West,Yeezus,156.48,72,2013-06-18,https://i.scdn.co/image/ab67616d0000b2731dacfbc31cc873d132958af9,https://i.scdn.co/image/ab6761610000e5eb6e835a500e791bf9c27a422a,"chicago rap, hip hop, rap",1gqkRc9WtOpnGIqxf2Hvzr,3,chicago rap,hip hop,rap,,,,
174,The Hillbillies,Baby Keem,The Hillbillies,204.8,64,2023-06-05,https://i.scdn.co/image/ab67616d0000b273c4441140f4483bb1c18fe7ae,https://i.scdn.co/image/ab6761610000e5ebd6f2323c1971fd5a70cd0255,"hip hop, rap",1h6w4POXM2LfG4ZD4xUfZQ,2,hip hop,rap,,,,,
175,Moon,Kanye West,Donda,156.091,70,2021-08-29,https://i.scdn.co/image/ab67616d0000b273cad190f1a73c024e5a40dddd,https://i.scdn.co/image/ab6761610000e5eb6e835a500e791bf9c27a422a,"chicago rap, hip hop, rap",7CC6UbCs4iGsePSzFxYxNn,3,chicago rap,hip hop,rap,,,,
176,Hol' Up,Kendrick Lamar,Section.80,173.158,63,2011-07-02,https://i.scdn.co/image/ab67616d0000b273eddb2639b74ac6c202032ebe,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022,"conscious hip hop, hip hop, rap, west coast rap",6cfVDaIdvDtYH91RqC6Wox,4,conscious hip hop,hip hop,rap,west coast rap,,,
177,Big Brother,Kanye West,Graduation,287.56,61,2007-09-11,https://i.scdn.co/image/ab67616d0000b27326f7f19c7f0381e56156c94a,https://i.scdn.co/image/ab6761610000e5eb6e835a500e791bf9c27a422a,"chicago rap, hip hop, rap",2L47m9erkB5KBZcaqWtYen,3,chicago rap,hip hop,rap,,,,
178,Hell Of A Life,Kanye West,My Beautiful Dark Twisted Fantasy,327.786,64,2010-11-22,https://i.scdn.co/image/ab67616d0000b273d9194aa18fa4c9362b47464f,https://i.scdn.co/image/ab6761610000e5eb6e835a500e791bf9c27a422a,"chicago rap, hip hop, rap",3rCNmRonlHN1TXQLcG3dSk,3,chicago rap,hip hop,rap,,,,
179,Rigamortus,Kendrick Lamar,Section.80,168.591,61,2011-07-02,https://i.scdn.co/image/ab67616d0000b273eddb2639b74ac6c202032ebe,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022,"conscious hip hop, hip hop, rap, west coast rap",2lD6AoA8qf2t4Dkf2TcmNK,4,conscious hip hop,hip hop,rap,west coast rap,,,
180,530,¥$,VULTURES 2,288.0,69,2024-08-03,https://i.scdn.co/image/ab67616d0000b27321577735e417b15623632a6f,https://i.scdn.co/image/ab6761610000e5ebf4e11052613eb67c380adaf8,,2tPNj9sUt3FbjEUqBzZazv,1,,,,,,,
181,Believe What I Say,Kanye West,Donda,242.4,61,2021-08-29,https://i.scdn.co/image/ab67616d0000b273cad190f1a73c024e5a40dddd,https://i.scdn.co/image/ab6761610000e5eb6e835a500e791bf9c27a422a,"chicago rap, hip hop, rap",0JuSGEldfovcc8IS9va1wa,3,chicago rap,hip hop,rap,,,,
182,Wet Dreamz,J. Cole,2014 Forest Hills Drive,239.266,80,2014-12-09,https://i.scdn.co/image/ab67616d0000b273c6e0948bbb0681ff29cdbae8,https://i.scdn.co/image/ab6761610000e5eb4b053c29fd4b317ff825f0dc,"conscious hip hop, hip hop, north carolina hip hop, rap",4tqcoej1zPvwePZCzuAjJd,4,conscious hip hop,hip hop,north carolina hip hop,rap,,,
183,LUST.,Kendrick Lamar,DAMN.,307.88,64,2017-04-14,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022,"conscious hip hop, hip hop, rap, west coast rap",06FCvd7rrRcF3DdvWH5Isp,4,conscious hip hop,hip hop,rap,west coast rap,,,
184,YAH.,Kendrick Lamar,DAMN.,160.293,66,2017-04-14,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699,https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022,"conscious hip hop, hip hop, rap, west coast rap",4BHSjbYylfOH5WAGusDyni,4,conscious hip hop,hip hop,rap,west coast rap,,,
185,Bank Account,21 Savage,Issa Album,220.306,73,2017-07-06,https://i.scdn.co/image/ab67616d0000b2732719343298d0e4f1790e14cd,https://i.scdn.co/image/ab6761610000e5eb4f8f76117470957c0e81e5b2,"atl hip hop, hip hop, rap",5eqK0tbzUPo2SoeZsov04s,3,atl hip hop,hip hop,rap,,,,
186,If I Could Fly,One Direction,Made In The A.M. - Deluxe Edition,230.32,63,2015-11-13,https://i.scdn.co/image/ab67616d0000b273241e4fe75732c9c4b49b94c3,https://i.scdn.co/image/5bb443424a1ad71603c43d67f5af1a04da6bb3c8,"boy band, pop, post-teen pop, talent show",5CRVwXGikmqzoRO6q7FeAg,4,boy band,pop,post-teen pop,talent show,,,
